"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Offers"
"2721",1.51,"AGSL","VS2","M"," ",63.1,NA,NA,"7.26x7.24x4.57","Excellent","Canada","ROUND","Excellent",56,"3",NA
"2724",1.01,"AGSL","SI1","J","Good",65.3,"Faint",NA,"6.15x6.2x4.03","Very good","Russia","Asscher","Very good",NA,"1",NA
"2726",1.01,"AGSL","SI2","H"," ",59.1,"None",NA,"6.57x6.54x3.88","Excellent","Botswana","Marquise","Excellent",61,"1",NA
"2728",1.01,"AGSL","SI2","H"," ",60.3,"None",NA,"6.52x6.5x3.93","Excellent","Botswana","Emerald","Excellent",59,"4",NA
"2736",1.13,"AGSL","VVS2","K"," ",59.8,"Faint",NA,"6.75x6.77x4.04"," ","Botswana","Marquise"," ",61,"1",NA
"2737",1.2,"AGSL","SI2","K"," ",61.2,"Faint",NA,"6.81x6.82x4.17"," ","Australia","Round"," ",NA,"2",NA
"2739",1.12,"AGSL","SI2","I"," ",NA,"Faint",NA,"6.54x6.59x4.08"," ","Russia","Round"," ",NA,"1",NA
"2742",0.9,"AGSL","VS2","G"," ",60.8,"None",NA,"6.25-6.23*3.8","Excellent","DR Congo","Round","Excellent",60,"1",NA
"2747",1.01,"AGSL","VS2","J"," ",60,"None",NA,"6.51x6.52x3.91"," ","Zimbabwe","Round"," ",62,"2",NA
"2749",1.04,"AGSL","SI1","J"," ",62.4,NA,NA,"6.45*6.48x4.03"," ","Botswana","Round"," ",57,"2",NA
"2756",0.9,"AGSL","SI1","G","Excellent",62.3,"None",NA,"6.15x6.2-3.85","Excellent","Canada","Marquise","Excellent",NA,"1",NA
"2757",0.9,"AGSL","SI1","G","Very good",61.5,"None",NA,"6.14x6.17x3.79","Excellent","Russia","Asscher","Good",57,"1",NA
"2760",1.02,"AGSL","SI2","H"," ",60.2,"None",NA,"6.55x6.53x3.93","Excellent","Australia","Round","Excellent",59,"2",NA
"2767",1.01,"AGSL","VVS1","L"," ",62,"Faint",NA,"6.39x6.42x3.97","Excellent","Russia","Round","Excellent",60,"3",NA
"2769",1.09,"AGSL","VS2","J"," ",59.7,"None",NA,"6.7x6.67x3.99","Excellent","Angola","Pear","Excellent",60,"1",NA
"2770",1,"AGSL","SI2","H"," ",59.8,"None",NA,"6.44-6.49x3.87","Very good","Russia","Round","Very good",64,"2",NA
"2773",1.1,"AGSL","SI2","I"," ",62.5,"None",NA,"6.57x6.6x4.12"," ","Russia","Round"," ",55,"1",NA
"2775",1.07,"AGSL","I1","H"," ",64.1,"None",NA,"6.42x6.47x4.13","Excellent","Russia","Round","Excellent",NA,"3",NA
"2782",0.72,"AGSL","VVS1","G"," ",62.8,"Faint",NA,"5.75x5.72x3.6","Excellent","Australia","Asscher","Very good",57,"3",NA
"2787",0.9,"NA","VS1","H"," ",63.1,"None",NA,"6.02*6.12x3.83"," ","Other/Unknown","Round"," ",57,"1",NA
"2790",1.05,"GemEx","SI2","J"," ",62.5,"None",NA,"6.49x6.54x4.08"," ","Botswana","Oval"," ",57,"3",NA
"2804",0.9,"GemEx","VS2","F"," ",62,"None",NA,"6.16x6.2x3.83"," ","Botswana","Round"," ",56,"2",NA
"2805",1.19,"AGSL","VVS2","K"," ",59.2,"None",NA,"6.91x6.93x4.1","Excellent","Russia","Oval","Excellent",61,"3",NA
"2806",1.22,"AGSL","VS2","K"," ",61.8,"None",FALSE,"6.89x6.87x4.25","Excellent","Australia","Round","Excellent",NA,"2",NA
"2808",0.8,"AGSL","VS2","D"," ",61.1," ",NA,"5.96x6.01x3.66","Very good","Australia","Round","Very good",NA,"1",NA
"2811",1.01,"AGSL","SI2","K"," ",62.2,"None",NA,"6.3x6.26x3.91","Very good","DR Congo","Round","Very good",60,"2",NA
"2814",1.07,"AGSL","SI2","H"," ",62.4,"None",NA,"6.56X6.54x4.09","Excellent","Canada","Round","Excellent",NA,"3",NA
"2817",1.02,"AGSL","SI2","I","Good",61.2,"Strong Bl..",NA,"6.29x6.32x3.86","Very good","DR Congo","Round","Very good",61,"4",NA
"2823",1.01,"NA","SI1","I"," ",NA,"Faint",NA,"6.43x6.4x4","Excellent","Canada","Radiant","Excellent",NA,"3",NA
"2825",1.03,"AGSL","SI1","J"," ",62.5,"None",NA,"6.43x6.47x4.03"," ","DR Congo","Princess"," ",57,"4",NA
"2830",1.16,"AGSL","SI2","I"," ",61.6,"None",NA,"6.72x6.77x4.15"," ","DR Congo","Princess"," ",NA,"1",NA
"2831",1.16,"AGSL","VVS1","K"," ",NA,"Faint",NA,"6.76x6.79x4.13"," ","Canada","Round"," ",NA,"2",NA
"2834",1.12,"AGSL","VS2","J"," ",61.6,"Strong Bl..",NA,"6.64x6.68x4.1"," ","Russia","Round"," ",59,"2",NA
"2836",1.01,"AGSL","VS2","I"," ",NA,"None",NA,"6.5x6.46x3.94","Excellent","Botswana","Round","Very good",63,"1",NA
"2838",1.01,"AGSL","SI2","H"," ",60.8,"None",NA,"6.45x6.46x3.93"," ","Russia","Round"," ",59,"3",NA
"2839",0.9,"AGSL","VS1","G"," ",62.7,NA,NA,"6.15x6.05x3.82","Excellent","Australia","Round","Good",61,"1",NA
"2853",1.21,"AGSL","SI1","L","Very good",62.1,NA,NA,"6.8x6.83x4.23","Very good","Russia","Asscher","Good",58,"4",NA
"2859",1.04,"AGSL","SI2","G"," ",62.4,"None",NA,"6.5x6.46x4.04","Excellent","Russia","Emerald","Excellent",57,"1",NA
"2860",1.26,"AGSL","SI2","K"," ",60.4,"None",NA,"6.95x7x4.21"," ","Other/Unknown","Round"," ",59,"1",NA
"2863",1.2,"AGSL","SI2","J"," ",62.7,"Faint",NA,"6.77x6.69x4.22","Excellent","DR Congo","Round","Very good",56,"2",NA
"2864",1.17,"AGSL","SI2","I"," ",56.7,"Medium Bl..",FALSE,"6.99x7.07x3.98","Good","South Africa","Round","Good",63,"1",NA
"2871",0.9,"NA","SI1","D"," ",63.8,NA,NA,"6.09x6.03x3.87","Excellent","Angola","Oval ","Very good",57,"3",NA
"2874",1,"AGSL","SI1","G"," ",64.9,NA,NA,"6.28x6.23x4.06","Excellent","Russia","Round","Very good",NA,"4",NA
"2875",1.16,"NA","SI2","J"," ",61.8,"None",NA,"6.69x6.74x4.15"," ","Russia","Round"," ",NA,"2",NA
"2887",1.04,"AGSL","SI1","I"," ",62.2,"Faint",NA,"6.49x6.51x4.05"," ","Canada","Round"," ",NA,"3",NA
"2889",1.11,"AGSL","SI2","I"," ",61.1,"Faint",NA,"6.63x6.68x4.06"," ","Russia","Round"," ",NA,"4",NA
"2896",1.11,"AGSL","SI2","H"," ",59.8,"None",NA,"6.76x6.74x4.03","Excellent","Russia","Princess","Excellent",60,"2",NA
"2903",1.05,"GemEx","SI2","K"," ",63,"None",NA,"6.44x6.43x4.06","Excellent","Canada","Emerald","Very good",58,"1",NA
"2905",0.9,"AGSL","VS1","G"," ",NA,"Faint",NA,"6.15x6.13x3.8","Very good","Russia","Round","Good",56,"1",NA
"2913",1.05,"AGSL","SI1","I"," ",62.4,"None",NA,"6.52x6.48x4.05","Excellent","Other/Unknown","Pear","Excellent",57,"3",NA
"2914",1.12,"AGSL","SI2","I"," ",60.6,NA,NA,"6.75x6.8x4.11"," ","Russia","Emerald"," ",55,"4",NA
"2918",1.01,"AGSL","SI1","I"," ",59.5,"None",NA,"6.53x6.54x3.89"," ","Russia","Emerald"," ",NA,"1",NA
"2925",1,"AGSL","SI1","F"," ",60.4,"Faint",NA,"6.35x6.49+3.88"," ","Russia","Round"," ",52,"1",NA
"2928",1.04,"AGSL","SI2","G"," ",62.1,"None",NA,"6.47x6.49x4.02","Excellent","Angola","Round","Excellent",57,"2",NA
"2931",1.27,"AGSL","VS2","K"," ",NA,"Medium Bl..",NA,"6.88x6.93x4.31"," ","Russia","Asscher"," ",56,"1",NA
"2937",1.33,"AGSL","SI1","L"," ",NA,NA,NA,"7.04x7.08x4.32"," ","Botswana","Round"," ",NA,"2",NA
"2942",0.9,"AGSL","VS2","G"," ",62,"None",TRUE,"6.16x6.17x3.82"," ","Zimbabwe","Marquise"," ",57,"3",NA
"2943",1.3,"AGSL","SI2","K"," ",61.7,NA,NA,"6.97x6.99x4.3"," ","Australia","Round"," ",59,"2",NA
"2944",1.02,"AGSL","SI1","I"," ",62.3,"None",NA,"6.4x6.44x4"," ","Canada","Round"," ",58,"1",NA
"2945",1.05,"AGSL","VS2","J"," ",62.1,"Medium Bl..",NA,"6.46x6.48x4.02","Excellent","Canada","Round","Excellent",57,"1",NA
"2947",1,"AGSL","SI1","K"," ",60.7,NA,NA,"6.42x6.38x3.89","Very good","DR Congo","Oval","Very good",62,"3",NA
"2959",1.3,"AGSL","VS2","K"," ",59.9,"Medium Bl..",NA,"7.12X7.08x4.25","Excellent","Australia","Round","Excellent",59,"4",NA
"2962",1,"AGSL","IF","J"," ",NA,"Faint",NA,"6.42x6.48x3.97","Excellent","Russia","Round","Excellent",58,"2",NA
"2964",1.07,"AGSL","SI2","I"," ",60.7,"None",NA,"6.62x6.64x4.02"," ","Australia","Round"," ",NA,"3",NA
"2968",1.17,"AGSL","SI2","G"," ",NA,"Strong Bl..",FALSE,"6.71x6.72x4.18"," ","South Africa","Round"," ",NA,"3",NA
"2970",1.04,"AGSL","VS2","H"," ",66.1,"Faint",NA,"6.2x6.24x4.11"," ","Russia","Princess"," ",56,"3",NA
"2971",0.91,"NA","VS1","F"," ",NA,"None",NA,"6.08x6.04x3.9","Excellent","Botswana","Radiant","Very good",56,"1",NA
"2977",0.9,"AGSL","VVS2","G"," ",62.8,"None",NA,"6.14x6.12x3.85","Excellent","South Africa","Round","Very good",56,"1",NA
"2980",1.08,"AGSL","VS2","J"," ",61.8,"None",NA,"6.57x6.6*4.07"," ","Australia","Marquise"," ",58,"2",NA
"2983",1.11,"AGSL","SI1","I"," ",60.3,"Faint",NA,"6.72x6.68x4.04","Excellent","Russia","Round","Excellent",59,"3",NA
"2984",1.21,"AGSL","VS1","K"," ",61.9,"Faint",FALSE,"6.82x6.83x4.23"," ","DR Congo","Asscher"," ",57,"1",NA
"2987",1.08,"AGSL","SI1","I"," ",60.3,"None",NA,"6.67x6.64x4.02","Excellent","Angola","Round","Excellent",NA,"4",NA
"3002",1.08,"AGSL","VS1","J"," ",NA,"Medium Bl..",NA,"6.53x6.57x4.11"," ","Angola","Round"," ",NA,"4",NA
"3003",0.9,"AGSL","VS1","H"," ",62.9,"None",NA,"6.12x6.16x3.86"," ","Angola","Oval "," ",56,"2",NA
"3008",1.2,"AGSL","VS2","J"," ",61.3,"None",NA,"6.83x6.77x4.17","Excellent","Australia","Round","Very good",63,"3",NA
"3009",1.2,"AGSL","SI1","J"," ",61.4,"Faint",NA,"6.84x6.8x4.19","Very good","Australia","Marwuise","Very good",56,"3",NA
"3012",1.2,"AGSL","SI1","J"," ",61.6,NA,FALSE,"6.81x6.79x4.19","Excellent","South Africa","Round","Excellent",57,"2",NA
"3017",1.11,"AGSL","IF","K"," ",61.7,NA,NA,"6.61x6.71x4.11","Excellent","Russia","Round","Very good",56,"1",NA
"3022",1.24,"AGSL","VS2","L","Excellent",61.9,"None",NA,"6.9x6.92x4.28","Very good","Australia","Emerald","Very good",58,"4",NA
"3026",1.05,"AGSL","SI2","G"," ",59.9," ",NA,"6.6-6.62x3.96","Excellent","Australia","Emerald","Excellent",NA,"2",NA
"3029",1.14,"AGSL","SI2","I"," ",61.9,"Faint",NA,"6.67x6.71x4.14"," ","Russia","Pear"," ",NA,"1",NA
"3030",1.21,"NA","VS2","J"," ",63.3,"Faint",NA,"6.75x6.72x4.27","Very good","South Africa","Round","Excellent",59,"2",NA
"3037",1.11,"AGSL","SI1","J"," ",62.1,"None",FALSE,"6.6x6.64x4.11","Excellent","Angola","Round","Excellent",60,"1",NA
"3040",1,"AGSL","SI2","F"," ",62.3,NA,NA,"6.34x6.37x3.95","Very good","DR Congo","Oval","Excellent",NA,"2",NA
"3041",1.12,"AGSL","SI2","G"," ",61.7,"None",NA,"6.66x6.7x4.12"," ","Botswana","Emerald"," ",56,"3",NA
"3050",1.03,"GemEx","VVS1","J"," ",61.6,"None",FALSE,"6.5x6.51x4.01"," ","Canada","Marwuise"," ",59,"3",NA
"3055",1,"AGSL","VS2","K"," ",62.7,NA,NA,"6.25x6.2x3.9","Excellent","Russia","Round","Very good",60,"4",NA
"3064",1.01,"AGSL","SI2","F"," ",59.8,"Medium Bl..",NA,"6.52x6.54x3.91","Excellent","Australia","Round","Excellent",60,"1",NA
"3076",1.7,"AGSL","SI2","M"," ",NA,"Faint",NA,"7.66x7.61x4.7","Very good","Australia","Princess","Excellent",61,"3",NA
"3082",1.01,"AGSL","SI1","H"," ",62.2,"Faint",NA,"6.44x6.41x4","Excellent","Australia","Princess","Excellent",58,"1",NA
"3087",1,"AGSL","SI1","F"," ",64.5,"None",NA,"6.26x6.23x4.03","Excellent","DR Congo","Round","Good",54,"1",NA
"3093",1.09,"AGSL","VS2","I"," ",62.8,"Faint",FALSE,"6.56x6.53x4.11","Excellent","Canada","Round","Excellent",NA,"1",NA
"3097",1,"AGSL","SI1","E"," ",NA,"Medium Bl..",NA,"6.18x6.25x3.99"," ","Australia","Round"," ",NA,"3",NA
"3104",1.31,"AGSL","SI2","J"," ",62.4,"Strong Bl..",NA,"7.02x6.99x4.37","Excellent","Angola","Round","Excellent",58,"4",NA
"3114",1.01,"NA","SI1","I"," ",63.2,"Faint",NA,"6.33x6.39x4.02","Very good","South Africa","Asscher","Very good",56,"3",NA
"3122",0.99,"NA","SI1","E"," ",63.9,"Strong Bl..",NA,"6.3x6.24x4.01","Excellent","Russia","Pear","Very good",56,"3",NA
"3124",1.05,"AGSL","VS1","J"," ",61,"Faint",NA,"6.5x6.54x3.98","Excellent","Other/Unknown","Round","Excellent",59,"3",NA
"3125",1.32,"AGSL","VS2","K"," ",62.1,"Faint",NA,"7.06x7.03x4.38","Excellent","DR Congo","Princess","Excellent",56,"3",NA
"3128",1.13,"GemEx","SI2","I"," ",61.9,"None",NA,"6.66x6.69x4.13","Excellent","Russia","Round","Excellent",58,"3",NA
"3130",1.27,"AGSL","SI2","J"," ",62,"None",NA,"6.96x6.94x4.31","Excellent","Russia","Round","Excellent",56,"2",NA
"3131",0.9,"NA","VS2","F"," ",62.5,"None",NA,"6.1x6.13X3.82"," ","Botswana","Round"," ",55,"2",NA
"3135",1.11,"AGSL","SI2","H"," ",62.4,"None",NA,"6.58x6.62x4.12"," ","Canada","Oval"," ",NA,"2",NA
"3139",1.13,"AGSL","SI2","G"," ",62.8,"None",FALSE,"6.61x6.65x4.17"," ","Russia","Cushion"," ",57,"2",NA
"3140",1.03,"AGSL","SI2","E"," ",60.8,"Faint",NA,"6.54x6.5x3.97","Excellent","DR Congo","Uncut","Very good",58,"4",NA
"3141",1.07,"AGSL","SI2","H"," ",62,"None",NA,"6.54x6.56x4.06"," ","Russia","Round"," ",57,"1",NA
"3145",1.22,"GemEx","SI2","K","Excellent",59.4,"None",NA,"6.94x6.96x4.13","Very good","DR Congo","Round","Excellent",59,"2",NA
"3151",1.01,"AGSL","SI1","H"," ",59.4,"None",NA,"6.44x6.46x3.83","Excellent","Australia","Round","Very good",59,"2",NA
"3152",1.02,"AGSL","VVS2","J"," ",61.1,"None",NA,"6.46x6.5x3.96","Excellent","Botswana","Radiant","Excellent",59,"2",NA
"3155",1.2,"GemEx","VS1","K"," ",62.8," ",NA,"6.71x6.8x4.24","Excellent","DR Congo","Round","Very good",58,"1",NA
"3159",1.01,"AGSL","SI2","G"," ",NA,NA,NA,"6.52x6.57x3.87","Very good","Botswana","Round","Very good",NA,"3",NA
"3163",1.23,"NA","VS1","L","Excellent",62,"None",NA,"6.87x6.89x4.27","Excellent","Canada","Princess","Excellent",NA,"4",NA
"3170",1.14,"AGSL","SI2","G"," ",62.9,"Medium Bl..",FALSE,"6.62x6.67x4.18"," ","Botswana","Princess"," ",56,"3",NA
"3175",1.02,"AGSL","SI1","H"," ",NA,"None",NA,"6.28x6.32x4.09","Excellent","Botswana","Round","Excellent",57,"2",NA
"3180",0.9,"AGSL","VVS2","F"," ",63.9,"None",NA,"6.09x6.03x3.87","Excellent","DR Congo","Round","Excellent",NA,"2",NA
"3181",0.9,"AGSL","VVS2","F"," ",NA,"None",NA,"6.07x6.04x3.88","Excellent","Angola","Princess","Excellent",57,"1",NA
"3188",1.02,"AGSL","SI2","E"," ",62.6,"Faint",NA,"6.41x6.43x4.02"," ","Russia","Round"," ",57,"3",NA
"3192",1.09,"AGSL","SI2","E"," ",61.9,"Strong Bl..",NA,"6.57x6.61x4.08","Excellent","Russia","Round","Excellent",NA,"3",NA
"3197",1.01,"AGSL","VS1","I"," ",NA,"Faint",NA,"6.48x6.46x3.98","Excellent","Russia","Emerald","Excellent",59,"2",NA
"3203",0.91,"AGSL","VS2","G"," ",NA,"None",NA,"6.17+6.21x3.87"," ","DR Congo","Pear"," ",NA,"2",NA
"3212",1,"AGSL","SI2","H","Excellent",NA,"None",NA,"6.44x6.48x3.96","Excellent","Russia","Radiant","Excellent",NA,"3",NA
"3218",1.05,"AGSL","SI2","H"," ",62.5,"None",NA,"6.48x6.51x4.06","Excellent","Canada","Oval ","Excellent",NA,"3",NA
"3222",1.4,"AGSL","SI1","L"," ",60.9,NA,NA,"7.19x7.21x4.38"," ","Russia","Pear"," ",60,"2",NA
"3223",1.42,"GemEx","VS2","K"," ",NA,"Strong Bl..",NA,"7.17x7.14x4.49","Excellent","Australia","Round","Excellent",NA,"1",NA
"3235",1.01,"GemEx","VS1","G"," ",65.4,"Faint",FALSE,"6.12x6.28x4.06"," ","Angola","Round"," ",54,"3",NA
"3245",1.21,"AGSL","SI2","I"," ",62.4,"Medium Bl..",NA,"6.77*6.8-4.24"," ","Russia","Round"," ",56,"2",NA
"3253",1.4,"AGSL","VS2","K"," ",63.1,"Faint",NA,"7.12x7.05x4.47","Excellent","Russia","Round","Excellent",57,"4",NA
"3257",1.08,"AGSL","VS2","I"," ",60.2," ",NA,"6.64x6.7x4.02","Very good","Australia","Round","Very good",58,"3",NA
"3258",1.2,"AGSL","VVS2","J"," ",62.6,"None",NA,"6.8x6.74x4.24","Excellent","Canada","Round","Excellent",NA,"4",NA
"3266",1.35,"NA","SI1","K"," ",62.4,NA,NA,"7x7.05x4.38"," ","DR Congo","Marquise"," ",NA,"3",NA
"3268",1.5,"AGSL","SI2","L"," ",61.5,"None",NA,"7.34x7.36x4.52"," ","Botswana","Asscher"," ",59,"4",NA
"3269",1.09,"AGSL","SI2","F"," ",NA,NA,NA,"6.57X6.6x4.09"," ","Australia","Round"," ",NA,"3",NA
"3270",1.18,"AGSL","SI2","I"," ",62.3," ",NA,"6.76x6.77x4.21","Excellent","Botswana","Marquise","Excellent",57,"3",NA
"3273",1.16,"AGSL","SI1","F"," ",61.4,"Strong Bl..",NA,"6.74x6.78x4.15","Excellent","Russia","ROUND","Excellent",NA,"2",NA
"3274",1.26,"AGSL","VS2","J"," ",62.5,NA,NA,"6.89x6.86x4.3","Excellent","South Africa","Oval","Excellent",57,"4",NA
"3281",1.41,"AGSL","VVS2","L"," ",61.9,"Faint",NA,"7.15x7.19x4.44"," ","Russia","Round"," ",59,"2",NA
"3284",0.91,"AGSL","VS2","E"," ",NA,"Faint",NA,"6.21x6.24x3.8"," ","Russia","Round"," ",60,"2",NA
"3292",1.51,"AGSL","VS2","L"," ",62.5,"Strong Bl..",NA,"7.36x7.28x4.58","Very good","DR Congo","Uncut","Very good",56,"2",NA
"3293",1,"AGSL","VVS1","I"," ",62.1,"Faint",NA,"6.43x6.45x4"," ","Botswana","Round"," ",NA,"4",NA
"3295",1.54,"GemEx","VS2","L"," ",58,"None",NA,"7.63x7.6x4.42","Excellent","Russia","Oval","Excellent",62,"2",NA
"3300",1.5,"AGSL","SI1","L"," ",62.8,"Faint",NA,"7.3x7.21x4.56","Excellent","Botswana","Round","Very good",57,"2",NA
"3305",1.01,"NA","SI1","G"," ",61," ",NA,"6.43x6.48x3.94","Good","Russia","Round","Good",NA,"3",NA
"3319",1.01,"AGSL","VS1","I"," ",60.1,"None",NA,"6.47x6.52x3.9"," ","Russia","Radiant"," ",60,"4",NA
"3325",1.21,"AGSL","VS2","I"," ",NA,"Medium Bl..",NA,"6.98x6.93x4.15","Very good","Angola","Round","Good",57,"2",NA
"3328",1.08,"AGSL","VS1","J"," ",62.4,"None",NA,"6.56x6.61x4.11","Excellent","Canada","Oval","Excellent",55,"3",NA
"3334",1.3,"AGSL","SI1","J"," ",62.3,NA,NA,"7.03x7x4.37","Excellent","Russia","Round","Excellent",55,"3",NA
"3335",1.3,"AGSL","SI1","J"," ",62.6,"None",NA,"7x6.96x4.37","Excellent","Angola","Oval","Excellent",55,"2",NA
"3336",1.3,"NA","SI1","J"," ",NA,NA,NA,"7.12x7.09x4.24","Excellent","Canada","Round","Excellent",60,"1",NA
"3338",1.36,"AGSL","VVS2","K"," ",62.2,NA,FALSE,"7.06x7.09x4.4"," ","Botswana","Emerald"," ",NA,"1",NA
"3340",1.22,"AGSL","SI2","H"," ",62.8,"None",FALSE,"6.82x6.8x4.28","Excellent","South Africa","Round","Excellent",NA,"4",NA
"3343",1,"AGSL","VS2","H"," ",62.5,NA,NA,"6.33x6.37x3.97","Excellent","Russia","Emerald","Good",60,"2",NA
"3347",1.33,"AGSL","SI2","J"," ",62.9,"None",NA,"7.01x6.98x4.4","Excellent","Canada","Round","Excellent",NA,"2",NA
"3349",1,"GemEx","SI2","E","Good",63.3,"None",NA,"6.24x6.28x3.96","Very good","Russia","Princess","Very good",61,"4",NA
"3350",1,"AGSL","SI1","H","Good",NA,"None",NA,"6.28x6.32x3.96","Very good","Angola","Emerald","Good",59,"4",NA
"3353",1.2,"AGSL","SI1","I"," ",60.7,"None",NA,"6.88x6.84x4.17","Excellent","Russia","Emerald","Excellent",59,"2",NA
"3360",1.26,"AGSL","VS1","J"," ",60.6,"Faint",NA,"7.01x6.98*4.24","Excellent","DR Congo","Princess","Excellent",59,"4",NA
"3365",1.01,"AGSL","SI1","H","Good",63.8,"None",NA,"6.16x6.24x3.96","Very good","Australia","Princess","Good",NA,"2",NA
"3366",1.01,"AGSL","SI2","F"," ",62.4,"None",NA,"6.41x6.44x4.01","Excellent","Russia","Round","Excellent",NA,"3",NA
"3367",1.01,"AGSL","SI2","F"," ",60.8,"Faint",NA,"6.41x6.44x3.91","Excellent","Botswana","Emerald","Very good",61,"2",NA
"3369",1.4,"AGSL","VS2","K"," ",60.2,NA,NA,"7.23x7.24x4.35"," ","Russia","Round"," ",60,"2",NA
"3375",1.01,"AGSL","SI2","F","Excellent",NA,"None",NA,"6.39x6.45x3.97","Excellent","Botswana","Oval","Very good",56,"4",NA
"3382",1,"AGSL","SI1","H","Very good",62.8,"None",NA,"6.28x6.31x3.96","Good","Botswana","Round","Good",56,"2",NA
"3384",1.42,"AGSL","VS1","L"," ",59.8,"Strong Bl..",NA,"7.33x7.3x4.37","Excellent","DR Congo","Round","Excellent",60,"3",NA
"3385",1.41,"AGSL","VS2","K"," ",60,NA,FALSE,"7.24x7.28x4.36"," ","DR Congo","Radiant"," ",60,"2",NA
"3391",1.2,"AGSL","SI2","G"," ",59.7,"None",NA,"6.92x6.88x4.12","Excellent","Russia","Round","Excellent",60,"3",NA
"3394",1.23,"AGSL","VS2","J"," ",62.1," ",NA,"6.81x6.85x4.24","Excellent","Russia","Round","Excellent",56,"2",NA
"3406",1,"AGSL","SI1","G"," ",63.1,"None",NA,"6.31x6.33x3.99","Very good","Russia","Round","Excellent",59,"2",NA
"3409",1,"AGSL","VS2","G"," ",58.7,NA,NA,"6.56x6.52x3.84","Excellent","Russia","Princess","Very good",NA,"3",NA
"3412",1.12,"AGSL","SI2","G","Excellent",62.6,NA,NA,"6.61x6.63x4.15","Excellent","Russia","Round","Excellent",55,"2",NA
"3417",1.43,"AGSL","SI1","K"," ",62.4,"Faint",NA,"7.17x7.2x4.48"," ","Russia","Oval"," ",57,"2",NA
"3420",1.06,"GemEx","VVS1","I"," ",59.9,"Faint",NA,"6.6x6.65x3.97"," ","Botswana","Round"," ",NA,"2",NA
"3421",1.5,"AGSL","VS1","L"," ",NA,"None",NA,"7.46x7.43x4.42","Excellent","Botswana","ROUND","Excellent",61,"4",NA
"3427",1.01,"AGSL","IF","I"," ",59.5,"Strong",NA,"6.46x6.48x3.85","Excellent","Canada","Round","Excellent",64,"2",NA
"3429",1.01,"AGSL","VS2","J"," ",NA,"None",NA,"6.24x6.27x4","Excellent","Russia","Round","Good",59,"3",NA
"3430",1.02,"AGSL","SI1","G"," ",60,"Faint",NA,"6.5x6.53x3.91"," ","Russia","Oval"," ",61,"4",NA
"3431",1.3,"AGSL","VS1","J"," ",62.6,"None",FALSE,"6.98x6.94x4.35","Excellent","Australia","Marquis","Excellent",57,"2",NA
"3433",1.31,"AGSL","SI2","I"," ",62.5,NA,NA,"6.98x6.96*4.35","Excellent","Angola","Round","Excellent",58,"2",NA
"3434",1.23,"AGSL","SI1","J","Excellent",62.6,"None",NA,"6.86x6.88x4.3","Excellent","Russia","Round","Excellent",56,"2",NA
"3436",1.31,"AGSL","SI2","I"," ",62.4,"None",NA,"7x6.98x4.36","Excellent","Australia","Asscher","Excellent",NA,"2",NA
"3438",1.05,"AGSL","SI2","I"," ",62.7,"None",TRUE,"6.5x6.46x4.06","Excellent","DR Congo","Round","Excellent",57,"4",NA
"3443",1.3,"AGSL","VS2","J"," ",62.2,"Faint",NA,"7x6.96x4.34","Excellent","Australia","Round","Excellent",56,"2",NA
"3447",1.11,"AGSL","VS2","I"," ",62.7,"None",NA,"6.58x6.63X4.15"," ","DR Congo","Round"," ",57,"3",NA
"3448",1.03,"AGSL","SI1","I"," ",62.7,"Faint",NA,"6.42*6.47*4.04","Excellent","DR Congo","Round","Excellent",57,"2",NA
"3452",1.14,"AGSL","SI2","E"," ",59,"Medium Bl..",NA,"6.84x6.9x4.05","Excellent","Botswana","Oval","Excellent",NA,"2",NA
"3453",1.17,"NA","VVS2","J"," ",62.5,"None",NA,"6.74x6.79x4.23","Excellent","Botswana","Round","Excellent",NA,"2",NA
"3455",1.4,"AGSL","VS2","K"," ",62.3,"Faint",NA,"7.12x7.15x4.44"," ","South Africa","Emerald"," ",57,"1",NA
"3468",1.3,"GemEx","SI2","I"," ",59.9,"None",NA,"7.08x7.05x4.23","Excellent","Russia","Oval","Excellent",61,"4",NA
"3472",1.5,"AGSL","SI1","K"," ",61.8,"Strong Bl..",NA,"7.29x7.25x4.49","Excellent","Botswana","Radiant","Very good",58,"3",NA
"3474",1.07,"AGSL","VVS1","K"," ",62.4,"Medium",NA,"6.57x6.53x4.08","Excellent","DR Congo","Round","Excellent",NA,"3",NA
"3475",1.07,"AGSL","VS2","I"," ",61.6,"Faint",NA,"6.55x6.58x4.05","Excellent","Canada","Round","Excellent",NA,"2",NA
"3476",1.2,"GemEx","SI2","H"," ",61," ",NA,"6.81x6.85x4.17","Excellent","Canada","Princess","Excellent",60,"3",NA
"3477",1.13,"AGSL","VS2","I"," ",62.5,NA,FALSE,"6.63x6.66x4.15"," ","Botswana","Round"," ",58,"4",NA
"3478",1.4,"AGSL","SI1","J"," ",61.3,NA,NA,"7.16x7.18x4.39","Excellent","Russia","Round","Excellent",59,"3",NA
"3482",1.21,"NA","VS2","I"," ",62.5,"None",NA,"6.81x6.78x4.25","Excellent","Zimbabwe","Round","Excellent",58,"1",NA
"3483",1.01,"AGSL","SI1","H","Very good",NA,"None",NA,"6.31x6.39x4.02","Excellent","DR Congo","Round","Good",NA,"3",NA
