"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail"
"2327",1.01,"AGSL","SI1","K"," ",62,"None",FALSE,"6.44x6.41x3.99","Excellent","Canada","Princess","Excellent",57,"1","$ 4,405","$ 7,465"
"2328",0.8,"AGSL","SI1","E"," ",62.5,"None",FALSE,"5.95x5.92x3.71","Excellent","Botswana","Pear","Excellent",56,"1","$ 4,405","$ 7,055"
"2329",1.01,"AGSL","VS2","K"," ",62.1,NA,FALSE,"6.44x6.4x3.99","Very good","Russia","Round","Excellent",NA,"1","$ 4,410","$ 6,650"
"2330",0.9,"AGSL","VS1","I"," ",NA,NA,FALSE,"6.1x6.07x3.91","Excellent","Botswana","ROUND","Excellent",NA,"2","$ 4,410","$ 4,740"
"2335",0.9,"AGSL","SI1","H"," ",63,"None",FALSE,"6.13x6.1x3.85","Very good","Russia","Round","Very good",56,"2","$ 4,435","$ 7,315"
"2336",1.02,"AGSL","SI2","I"," ",62.9,"Strong Bl..",FALSE,"6.31x6.35x3.98"," ","Russia","Uncut"," ",NA,"1","$ 2,225","$ 2,225"
"2337",1.06,"AGSL","SI2","K"," ",62.6,"None",FALSE,"6.49x6.54x4.08"," ","South Africa","Round"," ",56,"3","$ 4,440","$ 6,405"
"2338",0.71,"GemEx","VVS2","D"," ",62.1,"Strong",FALSE,"5.68x5.72x3.54","Very good","Botswana","Princess","Excellent",NA,"1","$ 4,440","$ 6,930"
"2340",1.02,"AGSL","VS2","K"," ",62.5,NA,FALSE,"6.46x6.42x4.03","Excellent","DR Congo","Marquise","Excellent",NA,"2","$ 4,455","$ 6,935"
"2341",0.81,"AGSL","SI1","E"," ",59.5,"None",FALSE,"6.09x6.05x3.61","Excellent","Australia","Round","Excellent",61,"1","$ 4,460","$ 7,360"
"2342",0.73,"AGSL","VS2","E"," ",61.4,"None",FALSE,"5.81*5.82x3.57"," ","Australia","Radiant"," ",NA,"1","$ 4,470","$ 7,375"
"2343",0.71,"AGSL","VVS1","F"," ",62.1,"Faint",FALSE,"5.72x5.69x3.54","Excellent","Botswana","Round","Excellent",58,"1","$ 4,475","$ 7,335"
"2344",1.07,"AGSL","SI2","K"," ",61.8,"Faint",FALSE,"6.52x6.56x4.04"," ","Canada","Round"," ",57,"1","$ 4,485","$ 7,595"
"2345",1.07,"AGSL","SI2","K"," ",62.7,"Faint",FALSE,"6.49x6.55x4.09"," ","Canada","Radiant"," ",57,"3","$ 4,485","$ 7,595"
"2349",1,"AGSL","SI2","F"," ",66.8,"Strong Bl..",FALSE,"6.05x6.13x4.07"," ","Russia","Round"," ",58,"3","$ 4,500","$ 7,625"
"2355",0.8,"NA","VVS2","F"," ",64.4,"None",FALSE,"5.81x5.8x3.74","Excellent","DR Congo","Round","Very good",55,"1","$ 3,790","$ 4,680"
"2356",1,"AGSL","SI2","J"," ",61.3,"None",FALSE,"6.46x6.42x3.95","Excellent","Russia","Round","Excellent",59,"3","$ 4,545","$ 7,700"
"2362",1,"AGSL","SI2","I"," ",60.4,"Strong Bl..",FALSE,"6.47x6.5x3.92"," ","Canada","Princess"," ",57,"2","$ 4,560","$ 7,725"
"2363",1.03,"AGSL","VS2","K"," ",60.3,"Faint",FALSE,"6.57x6.54x3.95","Excellent","Russia","Marquise","Excellent",NA,"3","$ 4,560","$ 7,725"
"2364",1.03,"AGSL","VS2","K"," ",62.1,"None",FALSE,"6.5x6.46x4.02","Excellent","Russia","Radiant","Excellent",NA,"2","$ 4,560","$ 7,725"
"2365",1,"AGSL","SI2","I"," ",NA,"Strong Bl..",FALSE,"6.43x6.49x3.97"," ","Russia","Oval"," ",57,"3","$ 4,560","$ 7,725"
"2368",0.9,"AGSL","SI2","E"," ",62.5,"None",FALSE,"6.16x6.11x3.84","Excellent","Russia","Asscher","Very good",55,"2","$ 4,570","$ 7,540"
"2371",1.01,"GemEx","VS1","K"," ",61.4,"Strong Bl..",FALSE,"6.43x6.44x3.95"," ","Russia","Round"," ",59,"3","$ 4,595","$ 7,780"
"2372",1.01,"AGSL","SI2","J"," ",61.7,"Faint",FALSE,"6.44x6.42x3.97","Excellent","Russia","Round","Excellent",59,"1","$ 4,595","$ 7,780"
"2373",1.01,"AGSL","VVS1","K"," ",NA,"None",FALSE,"6.39x6.34x4.04","Excellent","Botswana","Marquise","Excellent",56,"1","$ 4,605","$ 7,785"
"2374",0.8,"AGSL","VVS1","H"," ",62.7,NA,FALSE,"5.94x5.86x3.7","Excellent","Russia","Round","Very good",56,"2","$ 4,605","$ 7,515"
"2375",0.8,"AGSL","VVS2","H"," ",62.2,"Faint",FALSE,"5.91x5.92*3.68"," ","Botswana","Round"," ",57,"2","$ 4,610","$ 7,570"
"2376",0.8,"AGSL","VS2","E"," ",63.3,"None",FALSE,"5.84x5.81x3.68","Excellent","Botswana","Round","Excellent",59,"3","$ 4,610","$ 7,345"
"2377",0.8,"AGSL","VVS2","H"," ",NA,"Faint",FALSE,"5.92x5.96x3.71"," ","Australia","Asscher"," ",56,"2","$ 4,610","$ 7,605"
"2379",1.03,"AGSL","SI2","J"," ",62.4,"None",FALSE,"6.48x6.46x4.04","Excellent","Botswana","Marquise","Excellent",NA,"3","$ 4,620","$ 7,800"
"2380",1.05,"AGSL","VS2","L"," ",62.5,"None",FALSE,"6.47x6.52x4.06"," ","Australia","Princess"," ",57,"2","$ 4,620","$ 7,825"
"2383",0.71,"AGSL","VS1","G"," ",NA,"None",FALSE,"5.78x5.75x3.45","Excellent","Russia","Round","Very good",NA,"3","$ 4,640","$ 7,655"
"2384",0.91,"NA","VS1","I"," ",64,NA,TRUE,"6.13x6.09x3.91","Excellent","Angola","Pear","Very good",57,"1","$ 4,040","$ 450"
"2385",1.01,"AGSL","SI2","J"," ",60.9,"None",FALSE,"6.53x6.48x3.96","Excellent","Russia","Round","Excellent",59,"3","$ 4,660","$ 7,890"
"2387",1.01,"NA","SI2","J"," ",NA,"None",FALSE,"6.45x6.42x3.96","Excellent","Botswana","Round","Excellent",60,"1","$ 4,110","$ 5,420"
"2388",1.02,"AGSL","VS2","L"," ",NA,"Faint",FALSE,"6.5x6.54x3.97"," ","DR Congo","Round"," ",NA,"2","$ 4,665","$ 7,875"
"2389",0.9,"AGSL","SI1","I"," ",60.5," ",FALSE,"6.25x6.29x3.79","Excellent","DR Congo","Round","Very good",54,"1","$ 4,315","$ 7,410"
"2390",0.9,"AGSL","VS1","I"," ",64.4,"None",FALSE,"5.98x6.07+3.88"," ","Australia","Round"," ",NA,"2","$ 4,665","$ 7,700"
"2391",1.04,"AGSL","VVS1","L"," ",61.9,"Strong Bl..",FALSE,"6.49x6.52x4.03"," ","Australia","ROUND"," ",NA,"2","$ 4,670","$ 7,910"
"2392",1.01,"AGSL","VVS1","K"," ",63.6,"None",FALSE,"6.36x6.32+4.03","Excellent","Russia","Round","Excellent",57,"3","$ 4,675","$ 7,920"
"2393",1,"AGSL","VS2","K"," ",NA,NA,FALSE,"6.26x6.22x3.92","Excellent","Australia","Round","Good",60,"2","$ 4,675","$ 7,405"
"2394",1,"AGSL","VVS1","L"," ",62,"Faint",FALSE,"6.37x6.42x3.96"," ","Canada","Round"," ",57,"1","$ 4,675","$ 7,920"
"2395",0.9,"AGSL","SI2","F"," ",62.8,"None",FALSE,"6.07x6.13x3.83"," ","Canada","Round"," ",58,"1","$ 4,680","$ 7,725"
"2397",1.02,"AGSL","VS1","L"," ",62.4,"Faint",FALSE,"6.42x6.46x4.02"," ","Botswana","Oval "," ",56,"3","$ 3,865","$ 7,830"
"2399",1,"AGSL","SI2","I"," ",64.3,"Faint",FALSE,"6.3x6.33x4.06"," ","Russia","Round"," ",56,"1","$ 4,700","$ 7,960"
"2400",0.72,"AGSL","VS1","G"," ",59.9,"None",FALSE,"5.84x5.81*3.49","Excellent","DR Congo","Oval ","Very good",58,"1","$ 3,390","$ 7,680"
"2401",1.05,"GemEx","VS2","K"," ",62.2,"None",FALSE,"6.52x6.5x4.05","Excellent","Botswana","Round","Excellent",NA,"1","$ 4,715","$ 7,730"
"2402",0.8,"AGSL","VVS2","H"," ",61.5,NA,FALSE,"5.95x5.97x3.67","Excellent","DR Congo","Round","Excellent",57,"2","$ 4,720","$ 6,475"
"2403",1.01,"AGSL","SI2","J"," ",60.3,"None",FALSE,"6.5x6.47x3.91","Excellent","Canada","Princess","Excellent",60,"1","$ 4,725","$ 8,000"
"2404",1.01,"AGSL","VVS1","L"," ",61.7,"Faint",FALSE,"6.41x6.44x3.97"," ","Russia","ROUND"," ",NA,"2","$ 4,725","$ 8,000"
"2405",1.01,"AGSL","VS1","K"," ",NA,"None",FALSE,"6.48x6.44x3.94","Excellent","Canada","Radiant","Excellent",NA,"2","$ 4,725","$ 8,000"
"2406",1.01,"AGSL","SI1","J"," ",NA,"None",FALSE,"6.48x6.43x3.97","Very good","Australia","Round","Very good",56,"2","$ 4,730","$ 8,010"
"2407",0.91,"AGSL","SI1","H"," ",60.5,NA,FALSE,"6.25x6.28x3.79"," ","Canada","Round"," ",63,"2","$ 4,735","$ 7,025"
"2408",1.17,"AGSL","SI2","L"," ",61.7,"None",FALSE,"6.78x6.81x4.19"," ","Botswana","Oval"," ",57,"2","$ 4,735","$ 8,015"
"2409",1.1,"AGSL","SI1","K"," ",60.6,NA,FALSE,"6.69x6.66x4.04","Excellent","Canada","Princess","Excellent",59,"1","$ 4,735","$ 7,570"
"2410",1.02,"AGSL","VVS2","L"," ",62.9," ",FALSE,"6.37x6.41x4.02","Very good","Australia","Round","Excellent",58,"1","$ 3,910","$ 8,015"
"2411",0.9,"NA","SI2","D"," ",64.4,"Medium Bl..",FALSE,"6.06x6.15x3.93"," ","Russia","Round"," ",53,"2","$ 3,780","$ 4,970"
"2412",0.71,"AGSL","VVS1","D"," ",63.6,"Faint",FALSE,"5.61x5.66x3.58"," ","Australia","Pear"," ",59,"1","$ 4,755","$ 7,845"
"2413",0.85,"GemEx","SI2","D"," ",NA,"None",FALSE,"6.08x6.13x3.74","Very good","Russia","Radiant","Good",57,"1","$ 4,760","$ 7,855"
"2414",0.91,"AGSL","SI2","E"," ",62.3,"Medium Bl..",FALSE,"6.2x6.23x3.87"," ","Australia","Princess"," ",58,"3","$ 4,760","$ 7,850"
"2415",0.73,"GemEx","VS1","G"," ",61.7,NA,FALSE,"5.82x5.78x3.58","Excellent","Botswana","Round","Very good",57,"3","$ 4,770","$ 5,280"
"2416",0.73,"AGSL","VS1","G"," ",NA,"None",TRUE,"5.78x5.76x3.58","Excellent","DR Congo","Round","Excellent",NA,"2","$ 4,770","$ 720"
"2417",1.02,"AGSL","SI2","J"," ",NA,"Faint",FALSE,"6.47x6.43x3.97","Excellent","Russia","Oval","Excellent",NA,"3","$ 4,770","$ 8,080"
"2419",1.13,"AGSL","I1","E"," ",NA,"None",FALSE,"6.59x6.63x4.24","Very good","Canada","Pear","Very good",57,"2","$ 4,770","$ 8,085"
"2420",1.01,"AGSL","VS2","J"," ",62.9,"None",FALSE,"6.38x6.36x4","Very good","Russia","Emerald","Very good",58,"1","$ 4,775","$ 8,090"
"2421",1.24,"NA","SI2","L"," ",59,"Faint",TRUE,"7.05x7.02x4.15","Excellent","Angola","Round","Excellent",60,"1","$ 3,715","$ 715"
"2422",1.2,"AGSL","SI1","L"," ",60.3,"None",FALSE,"6.9x6.88x4.16","Excellent","Australia","Round","Excellent",59,"2","$ 4,780","$ 8,095"
"2423",0.8,"AGSL","VVS2","F"," ",NA,"None",FALSE,"5.93x5.89x3.72","Very good","Botswana","Cushion","Very good",56,"2","$ 4,780","$ 7,535"
"2425",1.01,"AGSL","SI2","J"," ",NA,"None",FALSE,"6.45x6.41x3.96","Excellent","Zimbabwe","Cushion","Excellent",60,"2","$ 4,790","$ 6,660"
"2426",0.9,"AGSL","SI2","G","Very good",62.9,NA,FALSE,"6.09x6.15x3.85","Very good","DR Congo","Oval","Excellent",58,"3","$ 4,795","$ 7,010"
"2429",1.02,"AGSL","SI2","I"," ",63.8,"None",FALSE,"6.29x6.33x4.03","Excellent","Russia","Oval","Excellent",58,"2","$ 4,795","$ 8,120"
"2430",1.02,"AGSL","SI2","I"," ",64.1,NA,FALSE,"6.29x6.33x4.05"," ","Russia","Round"," ",NA,"1","$ 4,795","$ 5,280"
"2431",0.8,"AGSL","VS1","G"," ",61.3,"Faint",FALSE,"5.95x5.97x3.65","Excellent","DR Congo","Pear","Excellent",59,"1","$ 4,800","$ 7,145"
"2432",0.91,"AGSL","SI2","D"," ",63.4,"Medium Bl..",FALSE,"6.2x6.1x3.89","Very good","Russia","Princess","Very good",NA,"2","$ 4,800","$ 7,915"
"2433",1.2,"AGSL","VS2","L"," ",NA,"None",FALSE,"6.77x6.79x4.22"," ","Australia","Round"," ",NA,"2","$ 4,800","$ 8,135"
"2435",0.8,"GemEx","VS1","G"," ",59.3,"Faint",FALSE,"6.03x6.07x3.59"," ","Australia","Marquise"," ",NA,"1","$ 4,810","$ 7,935"
"2436",1.06,"AGSL","SI2","J"," ",60.1,"None",FALSE,"6.64x6.59x3.98","Excellent","Russia","Princess","Excellent",59,"1","$ 4,820","$ 8,165"
"2437",1.03,"AGSL","VVS1","L"," ",59.7,"Faint",FALSE,"6.59x6.62x3.94"," ","Russia","Round"," ",60,"3","$ 4,820","$ 8,160"
"2439",1.03,"AGSL","SI1","J"," ",62,"Strong Bl..",FALSE,"6.54x6.52x4.05","Excellent","Russia","Oval","Excellent",NA,"3","$ 4,825","$ 8,170"
"2440",0.8,"AGSL","VS1","E"," ",63.9,"None",FALSE,"5.83x5.76x3.7","Very good","Russia","Cushion","Very good",NA,"2","$ 4,825","$ 7,965"
"2441",1.08,"GemEx","SI2","K"," ",59.4,"None",FALSE,"6.66x6.71x3.97"," ","Russia","Pear"," ",61,"2","$ 4,825","$ 8,175"
"2444",0.9,"AGSL","SI1","G"," ",64.3,NA,FALSE,"6.04x6.13x3.91"," ","DR Congo","Round"," ",55,"2","$ 4,840","$ 7,590"
"2445",0.9,"AGSL","SI2","E"," ",NA,"None",FALSE,"5.99x6.06x3.86"," ","Australia","Radiant"," ",NA,"3","$ 4,840","$ 7,985"
"2446",0.9,"NA","SI2","G","Excellent",62.3,"None",FALSE,"6.13x6.17x3.84","Excellent","Botswana","Round","Excellent",56,"2","$ 4,210","$ 6,035"
"2448",0.8,"AGSL","SI1","D"," ",62," ",FALSE,"5.9x5.94x3.67","Very good","Other/Unknown","Pear","Excellent",57,"2","$ 4,815","$ 8,010"
"2449",0.8,"NA","SI1","D"," ",61.2," ",FALSE,"5.91x6x3.65","Excellent","South Africa","Oval","Very good",NA,"2","$ 3,700","$ 5,560"
"2450",0.81,"GemEx","VS1","F"," ",NA,NA,FALSE,"5.86x5.89x3.71"," ","Botswana","Round"," ",NA,"2","$ 4,865","$ 6,675"
"2451",1,"AGSL","VVS2","K"," ",61.6,NA,TRUE,"6.42x6.46x3.97"," ","DR Congo","Round"," ",59,"2","$ 4,865","$ 530"
"2453",1,"AGSL","VVS2","K"," ",NA,"None",FALSE,"6.37x6.42x4"," ","Canada","Emerald"," ",59,"1","$ 4,865","$ 8,240"
"2454",1.01,"AGSL","VS1","J"," ",63.9,"None",FALSE,"6.33x6.25x4.02","Very good","Russia","Radiant","Very good",58,"2","$ 4,870","$ 8,250"
"2455",1.01,"AGSL","SI1","J"," ",61.5,"Medium Bl..",TRUE,"6.42x6.46x3.96","Excellent","DR Congo","Radiant","Excellent",58,"1","$ 4,870","$ 965"
"2456",1,"AGSL","SI2","J"," ",60,"None",FALSE,"6.48x6.53x3.91"," ","DR Congo","Radiant"," ",60,"2","$ 4,870","$ 7,705"
"2457",1.01,"AGSL","SI1","J"," ",59.7,"Faint",FALSE,"6.55x6.53x3.91","Excellent","DR Congo","Round","Excellent",60,"1","$ 4,870","$ 7,840"
"2458",0.9,"AGSL","VS2","H"," ",63.4,"None",TRUE,"6.14x6.1x3.88","Excellent","DR Congo","Round","Very good",NA,"2","$ 4,875","$ 590"
"2459",1.02,"GemEx","VS1","L"," ",61.6,"Faint",FALSE,"6.41x6.46x3.97"," ","Canada","Emerald"," ",60,"1","$ 4,875","$ 8,260"
"2460",0.9,"AGSL","SI2","G","Very good",62.5,"None",FALSE,"6.15x6.19x3.85","Excellent","Australia","Pear","Very good",58,"2","$ 4,875","$ 8,895"
"2462",1.25,"NA","SI2","K"," ",62.4,"Strong Bl..",FALSE,"6.93x6.88x4.31","Excellent","Australia","Princess","Excellent",57,"1","$ 4,840","$ 6,410"
"2463",0.8,"AGSL","VS1","E"," ",63.9,"None",FALSE,"5.83x5.8x3.72","Excellent","Russia","Marquise","Excellent",57,"3","$ 4,890","$ 8,065"
"2464",1.12,"AGSL","IF","M"," ",59.9,"None",FALSE,"6.75x6.77x4.05"," ","Botswana","Round"," ",60,"1","$ 4,890","$ 7,340"
"2466",1.01,"AGSL","SI2","I"," ",60.9,"None",FALSE,"6.49x6.47x3.95","Excellent","Botswana","Princess","Excellent",60,"3","$ 4,890","$ 7,895"
"2467",0.8,"AGSL","VS1","E"," ",63.9,"None",FALSE,"5.85x5.83x3.73","Excellent","Botswana","Pear","Excellent",56,"2","$ 4,890","$ 7,435"
"2468",1.21,"AGSL","VVS2","M"," ",NA,"None",FALSE,"6.78x6.81x4.22"," ","Australia","Radiant"," ",NA,"2","$ 4,900","$ 8,295"
"2469",0.81,"AGSL","VS2","E"," ",61.2,"None",FALSE,"6.03x6x3.68","Excellent","Russia","Round","Very good",NA,"1","$ 4,900","$ 8,085"
"2470",1.22,"AGSL","SI2","K"," ",63.8,"None",FALSE,"6.75x6.7x4.29","Excellent","Botswana","Princess","Excellent",57,"1","$ 4,905","$ 7,865"
"2471",0.9,"GemEx","SI1","G"," ",62.6,"None",FALSE,"6.16x6.13x3.85","Excellent","Russia","Princess","Good",56,"1","$ 4,905","$ 8,095"
"2472",1,"AGSL","SI2","I"," ",64,NA,FALSE,"6.24x6.27x4"," ","Botswana","Round"," ",57,"1","$ 4,910","$ 6,935"
"2473",1,"GemEx","SI2","I"," ",62.9,"Faint",FALSE,"6.31x6.41x4"," ","Australia","Princess"," ",57,"1","$ 4,910","$ 8,320"
"2474",1,"AGSL","SI2","F"," ",66,"Faint",FALSE,"6.12-6.18x4.06"," ","Russia","Round"," ",NA,"1","$ 4,910","$ 8,320"
"2475",1.05,"AGSL","VVS1","L"," ",62.2,"Faint",FALSE,"6.44x6.5x4.02"," ","DR Congo","Marquise"," ",58,"1","$ 4,910","$ 7,890"
"2476",1,"AGSL","SI2","I"," ",61.4,"None",FALSE,"6.32x6.33x3.88"," ","Botswana","Marquise"," ",59,"3","$ 4,910","$ 7,650"
"2478",0.9,"AGSL","SI1","E"," ",57.5,"Medium Bl..",FALSE,"6.33x6.35x3.65"," ","Canada","Round"," ",65,"1","$ 4,915","$ 8,110"
"2479",1.01,"AGSL","SI2","J"," ",59.5,"None",FALSE,"6.5x6.52x3.87"," ","Russia","Round"," ",61,"2","$ 4,920","$ 8,335"
"2481",0.9,"AGSL","SI1","J"," ",63.1,"Medium",FALSE,"6.05x6x3.8","Excellent","Canada","Emerald","Very good",62,"2","$ 4,920","$ 8,120"
"2482",1.01,"AGSL","SI2","J"," ",62.4,"None",FALSE,"6.38x6.42x3.99"," ","Canada","Round"," ",57,"2","$ 4,920","$ 8,335"
"2483",1.01,"AGSL","SI2","J"," ",NA,"None",FALSE,"6.35x6.43x4.01"," ","Botswana","Round"," ",57,"2","$ 4,920","$ 8,060"
"2484",1.01,"GemEx","VS2","J"," ",NA,"Faint",FALSE,"6.42x6.38x4.01","Excellent","Botswana","Round","Excellent",NA,"2","$ 4,925","$ 7,870"
"2485",0.71,"AGSL","VVS2","G"," ",NA,"None",FALSE,"5.74x5.67x3.57","Excellent","South Africa","Round","Very good",NA,"3","$ 4,925","$ 7,080"
"2486",1.01,"AGSL","VS2","J"," ",NA,NA,FALSE,"6.32x6.25x4","Excellent","Canada","Round","Very good",59,"3","$ 4,925","$ 6,760"
"2489",0.91,"NA","SI2","D"," ",61.9,"Medium Bl..",FALSE,"6.21x6.14x3.82","Excellent","Russia","Round","Very good",NA,"3","$ 3,835","$ 7,630"
"2490",1.01,"GemEx","VS1","J"," ",60.9,"Faint",FALSE,"6.51x6.44x3.94","Excellent","Russia","Round","Very good",60,"2","$ 4,945","$ 8,380"
"2491",0.8,"NA","VS1","E"," ",NA,"None",FALSE,"5.84x5.81x3.72","Excellent","Botswana","Round","Excellent",NA,"2","$ 4,490","$ 5,760"
"2492",1.15,"AGSL","SI1","K"," ",62.3,"None",FALSE,"6.72x6.69x4.18","Excellent","Russia","Princess","Excellent",57,"1","$ 4,950","$ 8,380"
"2494",1.01,"AGSL","SI2","I"," ",58.1,NA,FALSE,"6.56x6.61x3.82"," ","Angola","Round"," ",63,"3","$ 4,960","$ 7,265"
"2497",1.01,"AGSL","SI2","I"," ",62.9,NA,FALSE,"6.34x6.37x4"," ","Russia","Emerald"," ",NA,"1","$ 4,960","$ 6,355"
"2499",1.01,"AGSL","SI2","I"," ",61.2,"Faint",FALSE,"6.46x6.43x3.94","Excellent","Canada","Pear","Excellent",61,"2","$ 4,960","$ 8,400"
"2500",0.84,"AGSL","SI1","E"," ",62.2,"None",FALSE,"6.01x6.03x3.75","Excellent","Botswana","Round","Excellent",57,"2","$ 4,960","$ 6,830"
"2501",1.01,"AGSL","SI2","I"," ",NA,"None",FALSE,"6.3x6.33x4.03"," ","Canada","Round"," ",NA,"1","$ 4,960","$ 8,400"
"2503",1.01,"AGSL","SI2","I"," ",NA,NA,FALSE,"6.56x6.53x3.92","Excellent","Russia","Round","Excellent",59,"2","$ 4,960","$ 8,385"
"2505",1,"AGSL","SI2","E"," ",NA,"None",FALSE,"6.18x6.22x4.08"," ","Australia","Round"," ",62,"3","$ 4,975","$ 8,425"
"2506",1.2,"AGSL","SI1","L"," ",60.4,"None",FALSE,"6.91x6.89x4.17","Excellent","Russia","Round","Excellent",59,"3","$ 4,975","$ 8,430"
"2507",1,"AGSL","SI2","E"," ",NA,NA,FALSE,"6.17x6.24X4.07"," ","Canada","Round"," ",55,"2","$ 4,975","$ 6,925"
"2508",0.96,"AGSL","VS1","I"," ",NA,"None",FALSE,"6.21x6.16x3.99","Excellent","Russia","Princess","Very good",56,"1","$ 4,980","$ 8,210"
"2510",0.9,"AGSL","VS1","H"," ",64.3,"Medium Bl..",FALSE,"6.1x6.07x3.92","Very good","DR Congo","Pear","Very good",55,"1","$ 4,985","$ 5,910"
"2511",1,"AGSL","VS2","I"," ",66.1,"Faint",FALSE,"6.17x6.25x4.1"," ","Botswana","Round"," ",NA,"1","$ 4,990","$ 8,150"
"2513",1.01,"AGSL","SI1","J"," ",61.8,NA,FALSE,"6.45*6.4x3.97","Excellent","Australia","Round","Excellent",58,"3","$ 5,005","$ 7,980"
"2514",1.01,"GemEx","SI1","K"," ",64.3,"None",FALSE,"6.34x6.3x4.07","Excellent","Russia","Round","Very good",NA,"1","$ 5,010","$ 8,485"
"2515",1.02,"AGSL","SI2","I"," ",63,"None",FALSE,"6.34X6.36x4"," ","Canada","Radiant"," ",56,"2","$ 5,010","$ 8,485"
"2516",1.02,"AGSL","SI2","I"," ",64.3,"Faint",FALSE,"6.26x6.3x4.04"," ","Botswana","Round"," ",56,"2","$ 5,010","$ 8,160"
"2517",0.81,"AGSL","VS1","E"," ",59.5," ",FALSE,"6.03x6.1x3.61","Very good","Botswana","Marquis","Very good",59,"1","$ 4,045","$ 6,750"
"2518",0.8,"GemEx","VS2","D"," ",63.3,NA,FALSE,"5.87x5.83x3.7","Excellent","Russia","Emerald","Excellent",59,"2","$ 5,015","$ 6,760"
"2519",1.09,"NA","SI1","K"," ",NA,"Faint",FALSE,"6.55x6.58x4.11"," ","Botswana","Round"," ",57,"2","$ 4,890","$ 4,915"
"2523",0.81,"AGSL","SI1","D"," ",59.5," ",FALSE,"6.06*6.12x3.62","Excellent","Australia","Emerald","Very good",59,"3","$ 4,520","$ 8,285"
"2524",1,"AGSL","SI1","J"," ",59.4,"Faint",FALSE,"6.51x6.46x3.85","Excellent","Botswana","Round","Excellent",61,"1","$ 5,025","$ 7,075"
"2525",1.01,"AGSL","SI2","I"," ",62.2,"Faint",FALSE,"6.44x6.42x4","Excellent","Russia","Round","Excellent",55,"2","$ 5,030","$ 8,520"
"2526",0.8,"AGSL","VS1","D"," ",NA,"None",FALSE,"5.9x5.86x3.64","Excellent","Australia","Round","Very good",59,"1","$ 5,030","$ 8,295"
"2527",1.01,"AGSL","SI2","I"," ",NA,"None",FALSE,"6.43*6.41x3.98","Excellent","DR Congo","Princess","Excellent",NA,"3","$ 5,030","$ 8,470"
"2530",0.84,"AGSL","VVS1","H"," ",58,"None",FALSE,"6.21x6.23x3.61","Very good","Botswana","Pear","Very good",60,"2","$ 5,040","$ 8,170"
"2532",0.9,"AGSL","SI2","E"," ",58.4,"None",FALSE,"6.36x6.32x3.7","Very good","Australia","Round","Excellent",61,"1","$ 5,040","$ 8,320"
"2533",0.9,"AGSL","SI1","G"," ",62.1,"None",FALSE,"6.2x6.16x3.84","Very good","Australia","Emerald","Very good",58,"2","$ 5,040","$ 8,320"
"2534",0.9,"AGSL","SI2","E"," ",62.9,"None",FALSE,"6.18x6.21x3.89"," ","South Africa","Round"," ",53,"1","$ 5,040","$ 7,705"
"2535",1.02,"AGSL","VS2","J"," ",62.1,"Strong Bl..",FALSE,"6.44x6.42x3.99","Excellent","Zimbabwe","Princess","Excellent",NA,"1","$ 5,045","$ 8,445"
"2537",1,"AGSL","VVS1","K"," ",62.4,"None",FALSE,"6.38x6.4x3.99"," ","Russia","Round"," ",56,"1","$ 5,050","$ 8,555"
"2538",1.02,"AGSL","SI1","J"," ",60.2,"Faint",FALSE,"6.54x6.52x3.93","Excellent","Russia","Round","Excellent",59,"3","$ 5,055","$ 8,565"
"2540",1.01,"AGSL","SI2","J"," ",62.4,NA,TRUE,"6.38x6.43x3.99"," ","DR Congo","Marquise"," ",57,"1","$ 5,055","$ 465"
"2541",1.02,"AGSL","SI1","J"," ",62.4,"None",FALSE,"6.45x6.43x4.02","Excellent","DR Congo","Oval","Excellent",58,"2","$ 5,055","$ 8,435"
"2543",1.22,"AGSL","SI1","L"," ",NA,"None",FALSE,"6.86x6.84x4.28","Excellent","Botswana","Round","Excellent",NA,"1","$ 5,060","$ 8,515"
"2544",1.03,"GemEx","SI2","I"," ",NA,"None",FALSE,"6.56x6.54x3.96","Excellent","Russia","Round","Excellent",57,"1","$ 5,060","$ 8,565"
"2545",0.9,"NA","VS1","H"," ",64.1,"None",FALSE,"6.03x6x3.86","Excellent","Russia","Round","Very good",60,"1","$ 3,825","$ 6,975"
"2548",1.03,"AGSL","SI2","I"," ",NA,"None",FALSE,"6.3x6.34x4.04"," ","Australia","Oval "," ",58,"3","$ 4,230","$ 8,565"
"2549",0.9,"NA","VS1","H"," ",64.4,NA,FALSE,"6.06x6.04x3.89","Excellent","Canada","Emerald","Very good",56,"1","$ 4,510","$ 2,275"
"2550",0.9,"AGSL","SI1","E"," ",61.8,"Medium Bl..",FALSE,"6.12x6.14x3.79"," ","Botswana","Princess"," ",64,"3","$ 5,065","$ 7,170"
"2551",1,"GemEx","VVS2","L"," ",62.1,"None",FALSE,"6.42x6.39x3.98","Excellent","Botswana","Round","Excellent",56,"2","$ 5,070","$ 7,200"
"2552",1.01,"NA","SI1","J"," ",60.2,"None",FALSE,"6.51x6.48x3.91","Excellent","Russia","Round","Excellent",NA,"2","$ 4,795","$ 5,660"
"2553",1.08,"AGSL","SI2","I"," ",65.7,"None",FALSE,"6.29x6.35x4.15"," ","Angola","Emerald"," ",NA,"2","$ 5,075","$ 8,595"
